日期,项目ID,广告位ID,代理曝光,代理点击,媒体曝光,媒体点击
2018/1/13,377,12484,,,60601,746
2018/1/13,377,12485,,,49715,466
2018/1/13,377,12486,,,88878,847
2018/1/13,377,12487,,,317006,4451
2018/1/13,379,12497,,,6163232,335426
2018/1/13,379,12498,,,3174991,162639
2018/1/14,360,12146,,,240404,5219
2018/1/14,360,12154,,,91196,3191
2018/1/14,377,12482,,,55021,717
2018/1/14,377,12483,,,51863,591
2018/1/14,377,12484,,,59680,713
2018/1/14,377,12485,,,49715,466
2018/1/14,377,12486,,,79933,804
2018/1/14,377,12487,,,237727,3353
2018/1/14,379,12497,,,3221067,171613
2018/1/14,379,12498,,,1643351,86047
2018/1/15,1009,101143,,,1750756,64761
2018/1/15,1009,101146,,,697491,11607
2018/1/15,1009,101153,,,954864,36965
2018/1/15,1009,101156,,,1368383,39494
2018/1/15,1009,101157,,,670029,11562
2018/1/15,1009,101205,,,1056786,7526
2018/1/15,360,12146,,,155637,3300
2018/1/15,360,12154,,,69261,2180
2018/1/15,377,12482,,,49461,671
2018/1/15,377,12483,,,47488,586
2018/1/15,377,12484,,,54202,659
2018/1/15,377,12485,,,44592,458
2018/1/15,377,12486,,,68292,634
2018/1/15,377,12487,,,168787,2187
2018/1/15,379,12497,,,1587021,82678
2018/1/15,379,12498,,,702222,33434
2018/1/16,1008,101165,,,3264288,131874
2018/1/16,1008,101166,,,9823919,116172
2018/1/16,1009,101143,,,1765070,58021
2018/1/16,1009,101146,,,703839,13923
2018/1/16,1009,101153,,,783954,28971
2018/1/16,1009,101156,,,812361,17400
2018/1/16,1009,101157,,,669914,8593
2018/1/16,1009,101205,,,1598629,10034
2018/1/16,360,12146,,,121354,2647
2018/1/16,360,12154,,,61053,1947
2018/1/16,377,12482,,,46809,629
2018/1/16,377,12483,,,45364,493
2018/1/16,377,12484,,,53047,606
2018/1/16,377,12485,,,42631,438
2018/1/16,377,12486,,,62116,589
2018/1/16,377,12487,,,140251,1992
2018/1/16,379,12497,,,1621297,85210
2018/1/16,379,12498,,,642404,32615
2018/1/17,1009,101143,,,701610,24562
2018/1/17,1009,101146,,,290406,5869
2018/1/17,1009,101153,,,613233,16689
2018/1/17,1009,101156,,,222669,7241
2018/1/17,1009,101157,,,323895,3435
2018/1/17,1009,101205,,,1932427,11590
2018/1/17,360,12146,,,94528,1857
2018/1/17,360,12154,,,51396,1594
2018/1/17,377,12482,,,43731,547
2018/1/17,377,12483,,,42132,449
2018/1/17,377,12484,,,48275,591
2018/1/17,377,12485,,,40168,365
2018/1/17,377,12486,,,55683,508
2018/1/17,377,12487,,,120648,1789
2018/1/17,379,12497,,,1756263,67401
2018/1/17,379,12498,,,598650,28959
2017/12/8,333,100639,,,13236315,144317
2017/12/20,341,11788,,,2820132,30034
2018/1/18,379,12497,,,1894498,86491
2018/1/18,379,12498,,,855346,40242
2018/1/19,379,12497,,,3782674,262969
2018/1/19,379,12498,,,1739222,105063
2018/1/20,379,12497,,,6690142,375844
2018/1/20,379,12498,,,3127468,164090
2018/1/21,379,12497,,,3900313,180378
2018/1/21,379,12498,,,1639115,89080
2018/1/22,379,12497,,,1831831,104171
2018/1/22,379,12498,,,921581,49214
2018/1/23,379,12497,,,1913041,117510
2018/1/23,379,12498,,,857722,45508
2018/1/24,379,12497,,,1715735,65597
2018/1/24,379,12498,,,820615,42894
2018/1/1,372,100957,,,7433699,127206
2017/12/21,342,12021,,,2820132,30034
2018/1/18,1009,101156,,,231425,6323
2018/1/18,1009,101143,,,313423,9212
2018/1/18,1009,101146,,,125435,2473
2018/1/18,1009,101157,,,285731,4341
2018/1/18,1009,101153,,,559017,18827
2018/1/18,1009,101205,,,4871281,28589
2018/1/19,1009,101156,,,220600,5339
2018/1/19,1009,101143,,,310636,9574
2018/1/19,1009,101146,,,125246,1612
2018/1/19,1009,101157,,,287547,4066
2018/1/19,1009,101153,,,531645,13419
2018/1/19,1009,101205,,,7099570,41914
2018/1/20,1009,101156,,,574384,10910
2018/1/20,1009,101143,,,800637,29072
2018/1/20,1009,101146,,,322717,5635
2018/1/20,1009,101157,,,732429,13726
2018/1/20,1009,101153,,,1045014,35762
2018/1/20,1009,101205,,,8413390,49879
2018/1/21,1009,101156,,,1083220,63667
2018/1/21,1009,101143,,,1009612,37743
2018/1/21,1009,101146,,,406019,8617
2018/1/21,1009,101157,,,914767,17920
2018/1/21,1009,101153,,,1073916,26542
2018/1/21,1009,101205,,,8444484,49339
2018/1/22,1009,101156,,,866652,17028
2018/1/22,1009,101143,,,1215812,42846
2018/1/22,1009,101146,,,486725,10008
2018/1/22,1009,101152,,,8705145,102991
2018/1/22,1009,101157,,,1092249,19475
2018/1/22,1009,101153,,,1343741,41447
2018/1/22,1009,101205,,,8221988,45906
2018/1/23,1009,101156,,,1064905,24582
2018/1/23,1009,101143,,,1225621,43825
2018/1/23,1009,101146,,,491852,16504
2018/1/23,1009,101152,,,6965493,110552
2018/1/23,1009,101157,,,1151949,18816
2018/1/23,1009,101153,,,1885855,44911
2018/1/23,1009,101205,,,5430398,28466
2018/1/24,1009,101152,,,3509305,73792
2018/1/24,1009,101158,,,2789685,44908
2018/1/24,1009,101206,,,2053858,19396
2018/1/23,1013,100906,,,5545418,286672
2018/1/23,1018,101565,,,5056308,92325
2018/1/23,1018,101566,,,5480737,176646
2018/1/24,1022,101596,,,2080532,9470
2018/1/22,1031,100813,,,1548590,21928
2018/1/22,1031,100814,,,132489,60
2018/1/22,1031,101150,,,52550,37
2018/1/22,1031,101151,,,157524,89
2018/1/22,1031,100642,,,1538998,92256
2018/1/22,1031,101165,,,3330527,120565
2018/1/22,1031,101166,,,10029960,140827
2018/1/22,1031,100646,,,5280181,341661
2018/1/22,1031,100906,,,5507183,279112
2018/1/23,1031,100642,,,2038618,119927
2018/1/24,1031,100813,,,1560926,23256
2018/1/24,1031,100814,,,141425,81
2018/1/24,1031,101150,,,58584,47
2018/1/24,1031,101151,,,157912,94
2018/1/24,1031,100642,,,1565224,100317
2018/1/24,1031,101374,,,27950634,1135308
2018/1/24,1031,100645,,,15541573,1273375
2018/1/24,1031,100646,,,6577120,425583
2018/1/24,1031,101600,,,12068557,467035
2018/1/18,360,12146,,,79283,1468
2018/1/18,360,12154,,,43629,1398
2018/1/19,360,12146,,,74813,1459
2018/1/19,360,12154,,,39744,1293
2018/1/20,360,12146,,,79344,1506
2018/1/20,360,12154,,,44701,1484
2018/1/21,360,12146,,,70502,1408
2018/1/21,360,12154,,,41180,1455
2018/1/22,360,12146,,,53204,1158
2018/1/22,360,12154,,,31666,951
2018/1/23,360,12146,,,48902,938
2018/1/23,360,12154,,,29696,993
2018/1/24,360,12146,,,30975,1048
2018/1/24,360,12154,,,30975,1048
2018/1/18,377,12482,,,39832,540
2018/1/18,377,12483,,,39334,373
2018/1/18,377,12484,,,46804,557
2018/1/18,377,12485,,,38410,362
2018/1/18,377,12486,,,51439,520
2018/1/18,377,12487,,,104509,1438
2018/1/19,377,12482,,,36851,456
2018/1/19,377,12483,,,36280,389
2018/1/19,377,12484,,,42259,454
2018/1/19,377,12485,,,35960,323
2018/1/19,377,12486,,,47121,477
2018/1/19,377,12487,,,94540,1353
2018/1/20,377,12482,,,35100,442
2018/1/20,377,12483,,,34830,345
2018/1/20,377,12484,,,40273,411
2018/1/20,377,12485,,,33416,275
2018/1/20,377,12486,,,44378,422
2018/1/20,377,12487,,,87257,1270
2018/1/21,377,12482,,,35035,454
2018/1/21,377,12483,,,34489,353
2018/1/21,377,12484,,,39750,471
2018/1/21,377,12485,,,33513,325
2018/1/21,377,12486,,,43991,417
2018/1/21,377,12487,,,85657,1284
2018/1/22,377,12482,,,30314,336
2018/1/22,377,12483,,,29827,247
2018/1/22,377,12484,,,35334,367
2018/1/22,377,12485,,,30120,291
2018/1/22,377,12486,,,38801,312
2018/1/22,377,12487,,,71218,992
2018/1/23,377,12482,,,27954,346
2018/1/23,377,12483,,,27910,271
2018/1/23,377,12484,,,31885,338
2018/1/23,377,12485,,,28061,277
2018/1/23,377,12486,,,36051,337
2018/1/23,377,12487,,,65720,926
2018/1/24,377,12482,,,26409,320
2018/1/24,377,12483,,,26608,237
2018/1/24,377,12484,,,29933,286
2018/1/24,377,12485,,,26973,221
2018/1/24,377,12486,,,34762,394
2018/1/24,377,12487,,,62133,839
2018/1/25,379,12497,,,2682777,110696
2018/1/25,379,12498,,,1121862,59260
2018/1/26,379,12497,,,5039992,281483
2018/1/26,379,12498,,,2168650,124424
2018/1/31,379,12497,,,782018,34736
2018/1/31,379,12498,,,444368,31097
2018/1/25,1009,101152,,,3506235,77211
2018/1/25,1009,101158,,,2190829,33878
2018/1/25,1009,101206,,,2206657,21591
2018/1/26,1009,101152,,,3505742,78811
2018/1/26,1009,101158,,,2361744,38367
2018/1/26,1009,101206,,,2341362,22939
2018/1/27,1009,101152,,,3510946,66421
2018/1/27,1009,101158,,,1012320,17437
2018/1/27,1009,101206,,,2556280,26172
2018/1/28,1009,101152,,,3507745,76635
2018/1/28,1009,101158,,,994176,17292
2018/1/28,1009,101206,,,2318461,23635
2018/1/29,1009,101152,,,3512787,62085
2018/1/29,1009,101158,,,1142489,17033
2018/1/29,1009,101206,,,2095945,21359
2018/1/30,1009,101152,,,3515371,57002
2018/1/30,1009,101158,,,1212457,17085
2018/1/30,1009,101206,,,2366661,24541
2018/1/31,1009,101152,,,3511997,56078
2018/1/31,1009,101158,,,1024459,14107
2018/1/31,1009,101206,,,2553542,26469
2018/1/27,1013,101165,,,3561691,142145
2018/1/27,1013,101166,,,12068770,207089
2018/1/28,1013,100906,,,5468147,294538
2018/1/29,1013,101165,,,3320647,132410
2018/1/29,1013,101166,,,9724471,130257
2018/1/29,1013,101272,,,8161048,905371
2018/1/25,1022,101596,,,2721928,16262
2018/1/28,1022,101596,,,3118582,18808
2018/1/25,1031,101165,,,3419368,130527
2018/1/25,1031,101166,,,9944827,131597
2018/1/26,1031,100642,,,1610593,105296
2018/1/26,1031,100906,,,5430692,280353
2018/1/26,1031,101375,,,7781527,848345
2018/1/28,1031,100642,,,1930385,127899
2018/1/30,1031,100642,,,1653794,104791
2018/1/30,1031,101375,,,7376229,796151
2018/1/31,1031,100645,,,16457697,888497
2018/1/31,1031,100646,,,6388271,418449
2018/1/31,1031,100906,,,5446410,276029
2018/1/31,1031,101375,,,8324675,886919
2018/1/27,1014,100639,,,2030978,23015
2018/1/27,1014,100906,,,5436515,288516
2018/1/28,1014,100813,,,1644381,20292
2018/1/28,1014,100815,,,39470,19
2018/1/28,1014,101151,,,152660,79
2018/1/28,1014,101165,,,3185553,128881
2018/1/28,1014,101166,,,9832027,147503
2018/1/29,1014,100906,,,6423223,298499
2018/1/30,1014,100906,,,6308626,266321
2018/1/2,377,12621,,,218695,4875
2018/1/3,377,12621,,,482339,8955
2018/1/4,377,12621,,,224158,3733
2018/1/5,377,12621,,,139838,2324
2018/1/6,377,12621,,,103290,1767
2018/1/7,377,12621,,,84767,1432
2018/1/8,377,12621,,,65455,1097
2018/1/9,377,12621,,,151709,2046
2018/1/10,377,12621,,,327012,3199
2018/1/11,377,12621,,,193080,1924
2018/1/12,377,12621,,,138465,1402
2018/1/13,377,12621,,,106895,1158
2018/1/14,377,12621,,,88628,1018
2018/1/15,377,12621,,,71804,718
2018/1/16,377,12621,,,64073,651
2018/1/17,377,12621,,,55847,616
2018/1/18,377,12621,,,49777,483
2018/1/25,377,12482,,,26498,272
2018/1/25,377,12483,,,25525,235
2018/1/25,377,12484,,,29343,331
2018/1/25,377,12485,,,26842,223
2018/1/25,377,12486,,,33965,335
2018/1/25,377,12487,,,60413,826
2018/1/26,377,12482,,,24045,294
2018/1/26,377,12483,,,23661,207
2018/1/26,377,12484,,,26890,281
2018/1/26,377,12485,,,24481,241
2018/1/26,377,12486,,,31594,268
2018/1/26,377,12487,,,54231,707
2018/1/27,377,12482,,,23264,247
2018/1/27,377,12483,,,23723,250
2018/1/27,377,12484,,,26381,297
2018/1/27,377,12485,,,23379,204
2018/1/27,377,12486,,,30130,244
2018/1/27,377,12487,,,52435,763
2018/1/28,377,12482,,,22515,261
2018/1/28,377,12483,,,22371,212
2018/1/28,377,12484,,,25266,250
2018/1/28,377,12485,,,23245,202
2018/1/28,377,12486,,,29141,255
2018/1/28,377,12487,,,50757,706
2018/1/29,377,12482,,,17888,215
2018/1/29,377,12483,,,18250,161
2018/1/29,377,12484,,,21075,224
2018/1/29,377,12485,,,19082,187
2018/1/29,377,12486,,,25168,222
2018/1/29,377,12487,,,41402,547
2018/1/30,377,12482,,,17256,170
2018/1/30,377,12483,,,16976,171
2018/1/30,377,12484,,,20749,198
2018/1/30,377,12485,,,18043,145
2018/1/30,377,12486,,,23054,190
2018/1/30,377,12487,,,38460,510
2018/1/31,377,12482,,,15929,167
2018/1/31,377,12483,,,16204,139
2018/1/31,377,12484,,,18173,212
2018/1/31,377,12485,,,16522,175
2018/1/31,377,12486,,,21159,202
2018/1/31,377,12487,,,36456,506
2018/1/25,360,12146,,,48083,969
2018/1/25,360,12154,,,30315,1051
2018/1/26,360,12146,,,46253,842
2018/1/26,360,12154,,,31013,1025
2018/1/27,360,12146,,,47973,828
2018/1/27,360,12154,,,34183,1014
2018/1/28,360,12146,,,45522,901
2018/1/28,360,12154,,,31706,1081
2018/1/29,360,12146,,,37562,656
2018/1/29,360,12154,,,29076,932
2018/1/30,360,12146,,,34494,635
2018/1/30,360,12154,,,27027,817
2018/1/31,360,12146,,,33233,545
2018/1/31,360,12154,,,25059,875
2018/2/1,379,12497,,,1470897,63183
2018/2/1,379,12498,,,829915,51585
2018/2/2,379,12497,,,1600094,75910
2018/2/2,379,12498,,,887991,54931
2018/2/3,379,12497,,,1014520,37671
2018/2/3,379,12498,,,622519,37831
2018/2/4,379,12497,,,993057,38140
2018/2/4,379,12498,,,600707,37079
2018/2/5,379,12497,,,880247,37114
2018/2/5,379,12498,,,547654,34329
2018/2/6,379,12497,,,787783,29926
2018/2/6,379,12498,,,482852,28642
2018/2/2,1031,100642,,,1719557,109611
2018/2/3,1031,100813,,,1494326,20629
2018/2/3,1031,101150,,,57890,39
2018/2/3,1031,101165,,,3137520,118965
2018/2/3,1031,101166,,,9643848,137741
2018/2/5,1031,100906,,,6259401,271088
2018/2/6,1031,101165,,,2993863,118142
2018/2/6,1031,101166,,,10063884,140833
2018/2/6,1031,100906,,,6229885,275391
2018/2/6,1031,101375,,,7878244,868152
2018/2/1,1014,101375,,,8560803,914375
2018/2/2,1014,101375,,,8892274,1053482
2018/2/4,1014,101165,,,2841285,128339
2018/2/4,1014,101166,,,9783130,134883
2018/2/4,1014,100645,,,21104201,1153334
2018/2/5,1014,101375,,,8394563,931116
2018/2/3,1035,101844,,,5053664,128042
2018/2/3,1035,101845,,,16699630,878031
2018/2/3,1035,100813,,,1490226,21212
2018/2/3,1035,100814,,,130794,85
2018/2/3,1035,100815,,,29632,21
2018/2/1,1028,101566,,,1753973,220362
2018/2/1,1028,101774,,,5059909,116488
2018/2/1,360,12146,,,31044,562
2018/2/1,360,12154,,,24731,619
2018/2/2,360,12146,,,29679,531
2018/2/2,360,12154,,,24269,479
2018/2/3,360,12146,,,28572,534
2018/2/3,360,12154,,,22443,423
2018/2/4,360,12146,,,29964,582
2018/2/4,360,12154,,,23287,448
2018/2/5,360,12146,,,25248,367
2018/2/5,360,12154,,,21551,380
2018/2/6,360,12146,,,22224,309
2018/2/6,360,12154,,,18587,269
2018/2/7,360,12146,,,23215,297
2018/2/7,360,12154,,,18784,305
2018/2/1,377,12482,,,14809,144
2018/2/1,377,12483,,,13981,145
2018/2/1,377,12484,,,15963,154
2018/2/1,377,12485,,,15187,116
2018/2/1,377,12486,,,18849,169
2018/2/1,377,12487,,,32888,426
2018/2/2,377,12482,,,14652,155
2018/2/2,377,12483,,,13511,156
2018/2/2,377,12484,,,16493,145
2018/2/2,377,12485,,,14457,116
2018/2/2,377,12486,,,18624,165
2018/2/2,377,12487,,,32485,425
2018/2/3,377,12482,,,12608,156
2018/2/3,377,12483,,,12915,127
2018/2/3,377,12484,,,14523,146
2018/2/3,377,12485,,,13538,131
2018/2/3,377,12486,,,17708,139
2018/2/3,377,12487,,,30793,467
2018/2/4,377,12482,,,12522,160
2018/2/4,377,12483,,,13133,105
2018/2/4,377,12484,,,16093,146
2018/2/4,377,12485,,,13032,110
2018/2/4,377,12486,,,17368,183
2018/2/4,377,12487,,,31328,437
2018/2/5,377,12482,,,11185,122
2018/2/5,377,12483,,,11119,99
2018/2/5,377,12484,,,12953,138
2018/2/5,377,12485,,,12431,122
2018/2/5,377,12486,,,15073,132
2018/2/5,377,12487,,,26533,352
2018/2/6,377,12482,,,9748,94
2018/2/6,377,12483,,,9952,111
2018/2/6,377,12484,,,11719,94
2018/2/6,377,12485,,,10738,82
2018/2/6,377,12486,,,13294,100
2018/2/6,377,12487,,,22589,285
2018/2/7,377,12482,,,10095,112
2018/2/7,377,12483,,,9468,67
2018/2/7,377,12484,,,11238,107
2018/2/7,377,12485,,,10231,106
2018/2/7,377,12486,,,13041,109
2018/2/7,377,12487,,,22780,310
2018/2/6,1039,101856,,,902537,24813
2018/2/7,1039,101856,,,1087348,20492
2018/2/8,360,12146,,,22760,345
2018/2/8,360,12154,,,18324,283
2018/2/9,360,12146,,,21411,387
2018/2/9,360,12154,,,18909,380
2018/2/10,360,12146,,,21321,439
2018/2/10,360,12154,,,18827,460
2018/2/11,360,12146,,,20874,500
2018/2/11,360,12154,,,19422,539
2018/2/12,360,12146,,,11250,329
2018/2/12,360,12154,,,10462,443
2018/2/13,360,12146,,,8091,278
2018/2/13,360,12154,,,8486,398
2018/2/14,360,12146,,,7607,274
2018/2/14,360,12154,,,7644,311
2018/2/15,360,12146,,,5559,198
2018/2/16,360,12146,,,6438,282
2018/2/17,360,12146,,,6649,318
2018/2/18,360,12146,,,6980,307
2018/2/19,360,12146,,,7135,306
2018/2/20,360,12146,,,7498,333
2018/2/21,360,12146,,,8129,369
2018/2/8,377,12482,,,8525,79
2018/2/8,377,12483,,,8578,92
2018/2/8,377,12484,,,10089,93
2018/2/8,377,12485,,,9252,70
2018/2/8,377,12486,,,11532,101
2018/2/8,377,12487,,,20370,263
2018/2/9,377,12482,,,4091,51
2018/2/9,377,12483,,,4240,51
2018/2/9,377,12484,,,5079,60
2018/2/9,377,12485,,,4212,33
2018/2/9,377,12486,,,5577,51
2018/2/9,377,12487,,,9827,152
2018/2/10,377,12482,,,4332,63
2018/2/10,377,12483,,,4395,48
2018/2/10,377,12484,,,5201,72
2018/2/10,377,12485,,,4172,41
2018/2/10,377,12486,,,5615,51
2018/2/10,377,12487,,,9844,181
2018/2/11,377,12482,,,3859,73
2018/2/11,377,12483,,,3929,34
2018/2/11,377,12484,,,4658,57
2018/2/11,377,12485,,,3762,47
2018/2/11,377,12486,,,5162,53
2018/2/11,377,12487,,,8766,142
2018/2/12,377,12482,,,3650,56
2018/2/12,377,12483,,,3618,47
2018/2/12,377,12484,,,4240,50
2018/2/12,377,12485,,,3335,37
2018/2/12,377,12486,,,4626,59
2018/2/12,377,12487,,,7998,99
2018/2/13,377,12482,,,3148,74
2018/2/13,377,12483,,,3207,37
2018/2/13,377,12484,,,3785,40
2018/2/13,377,12485,,,3178,32
2018/2/13,377,12486,,,4011,37
2018/2/13,377,12487,,,7844,97
2018/2/14,377,12482,,,2915,29
2018/2/14,377,12483,,,2882,37
2018/2/14,377,12484,,,3461,51
2018/2/14,377,12485,,,2754,29
2018/2/14,377,12486,,,3603,33
2018/2/14,377,12487,,,6449,128
2018/2/15,377,12482,,,2197,46
2018/2/15,377,12483,,,2179,35
2018/2/15,377,12484,,,2559,53
2018/2/15,377,12485,,,2062,10
2018/2/15,377,12486,,,2574,36
2018/2/15,377,12487,,,4918,106
2018/2/16,377,12482,,,2594,33
2018/2/16,377,12483,,,2677,35
2018/2/16,377,12484,,,3107,42
2018/2/16,377,12485,,,2339,27
2018/2/16,377,12486,,,3333,57
2018/2/16,377,12487,,,5547,123
2018/2/17,377,12482,,,2560,51
2018/2/17,377,12483,,,2587,59
2018/2/17,377,12484,,,3177,41
2018/2/17,377,12485,,,2383,17
2018/2/17,377,12486,,,3545,56
2018/2/17,377,12487,,,5896,154
2018/2/18,377,12482,,,2889,53
2018/2/18,377,12483,,,2828,47
2018/2/18,377,12484,,,3366,54
2018/2/18,377,12485,,,2539,33
2018/2/18,377,12486,,,3525,54
2018/2/18,377,12487,,,6436,128
2018/2/19,377,12482,,,2763,56
2018/2/19,377,12483,,,2809,42
2018/2/19,377,12484,,,3367,43
2018/2/19,377,12485,,,2621,25
2018/2/19,377,12486,,,3448,39
2018/2/19,377,12487,,,6248,126
2018/2/20,377,12483,,,2923,69
2018/2/20,377,12484,,,3454,62
2018/2/20,377,12485,,,2649,29
2018/2/20,377,12486,,,3537,65
2018/2/20,377,12487,,,6325,136
2018/2/21,377,12483,,,2991,53
2018/2/21,377,12484,,,3512,62
2018/2/21,377,12485,,,2790,44
2018/2/21,377,12486,,,3683,49
2018/2/21,377,12487,,,6623,134
2018/2/8,1039,101856,,,798496,14094
2018/2/8,1039,101857,,,1063453,40662
2018/2/9,1039,101856,,,669519,11670
2018/2/9,1039,101857,,,1168020,37011
2018/2/10,1039,101856,,,608176,10031
2018/2/10,1039,101857,,,823055,23332
2018/2/11,1039,101856,,,537050,8960
2018/2/11,1039,101857,,,638203,16559
2018/2/12,1039,101856,,,559523,8792
2018/2/12,1039,101857,,,588488,14756
2018/2/12,1039,101858,,,1202774,27887
2018/2/13,1039,101856,,,486329,7268
2018/2/13,1039,101857,,,503768,12215
2018/2/13,1039,101858,,,1141265,18014
2018/2/14,1039,101856,,,404406,6405
2018/2/14,1039,101857,,,424457,10191
2018/2/14,1039,101858,,,638360,8435
2018/2/15,1039,101856,,,302785,5036
2018/2/15,1039,101857,,,321093,7761
2018/2/15,1039,101858,,,383004,5373
2018/2/16,1039,101856,,,325257,5179
2018/2/16,1039,101857,,,329298,8043
2018/2/16,1039,101858,,,374696,5052
2018/2/17,1039,101856,,,314107,5114
2018/2/17,1039,101857,,,324938,7480
2018/2/17,1039,101858,,,343892,4564
2018/2/18,1039,101856,,,354095,5050
2018/2/18,1039,101857,,,352438,7869
2018/2/18,1039,101858,,,356576,4628
2018/2/19,1039,101856,,,358715,5360
2018/2/19,1039,101857,,,356664,7897
2018/2/19,1039,101858,,,355490,4342
2018/2/20,1039,101856,,,359813,5442
2018/2/20,1039,101857,,,357719,7654
2018/2/20,1039,101858,,,355130,4164
2018/2/21,1039,101856,,,382589,5642
2018/2/21,1039,101857,,,374007,7918
2018/2/21,1039,101858,,,363783,4156
2018/2/22,360,12146,,,8191,398
2018/2/23,360,12146,,,7804,319
2018/2/24,360,12146,,,8107,301
2018/2/25,360,12146,,,8426,343
2018/2/26,360,12146,,,7241,300
2018/2/27,360,12146,,,7224,331
2018/2/28,360,12146,,,7403,330
2018/2/22,377,12484,,,3498,65
2018/2/22,377,12485,,,2699,23
2018/2/22,377,12486,,,3665,47
2018/2/22,377,12487,,,6948,109
2018/2/23,377,12484,,,3120,49
2018/2/23,377,12485,,,2450,35
2018/2/23,377,12486,,,3419,65
2018/2/23,377,12487,,,6204,118
2018/2/24,377,12485,,,2585,31
2018/2/24,377,12486,,,3472,61
2018/2/24,377,12487,,,6608,131
2018/2/25,377,12485,,,2470,47
2018/2/25,377,12486,,,3417,58
2018/2/25,377,12487,,,6512,147
2018/2/26,377,12485,,,2405,39
2018/2/26,377,12486,,,3161,59
2018/2/26,377,12487,,,5856,147
2018/2/27,377,12485,,,2336,33
2018/2/27,377,12486,,,3126,58
2018/2/27,377,12487,,,6032,153
2018/2/28,377,12486,,,3077,64
2018/2/28,377,12487,,,5913,131
2018/2/22,1039,101856,,,386227,5788
2018/2/22,1039,101857,,,379965,7993
2018/2/22,1039,101858,,,359284,4190
2018/2/23,1039,101856,,,358138,5257
2018/2/23,1039,101857,,,358060,7570
2018/2/23,1039,101858,,,336607,3811
2018/2/24,1039,101856,,,390439,5543
2018/2/24,1039,101857,,,376598,8302
2018/2/24,1039,101858,,,349992,4054
2018/2/25,1039,101856,,,341918,4980
2018/2/25,1039,101857,,,352898,7144
2018/2/25,1039,101858,,,331517,3660
2018/2/26,1039,101856,,,332199,4711
2018/2/26,1039,101857,,,331768,6622
2018/2/26,1039,101858,,,314369,3385
2018/2/27,1039,101856,,,339250,4611
2018/2/27,1039,101857,,,334954,6355
2018/2/27,1039,101858,,,315970,3405
2018/2/28,1039,101856,,,316529,4251
2018/2/28,1039,101857,,,325510,6415
2018/2/28,1039,101858,,,306042,3228
2018/2/26,1048,101562,,,0,224857
2018/2/26,1048,102005,,,1546994,22718
2018/2/26,1048,102006,,,1297839,19639
2018/2/26,1048,102008,,,1087749,18773
2018/2/26,1048,100657,,,2721867,44993
2018/2/26,1048,102007,,,1124729,17352
2018/2/26,1048,100608,,,7086218,149024
2018/2/26,1048,100609,,,7564962,114350
2018/2/26,1048,100651,,,13298720,103086
2018/2/26,1048,100968,,,16796410,6786
2018/2/26,1048,101096,,,6973013,9583
2018/2/26,1048,100664,,,21049164,16901
2018/2/26,1048,101075,,,5832181,6438
2018/2/26,1048,101307,,,9670094,14695
2018/2/26,1048,101078,,,14300156,20584
2018/2/26,1048,101097,,,7352015,9659
2018/2/26,1048,101076,,,9993569,121839
2018/2/1,1009,101152,,,8714814,143627
2018/2/1,1009,101158,,,848263,10293
2018/2/1,1009,101206,,,2638296,27896
2018/2/2,1009,101152,,,5226258,110702
2018/2/2,1009,101158,,,736686,10437
2018/2/2,1009,101206,,,2831965,29345
2018/2/3,1009,101152,,,3509857,69599
2018/2/3,1009,101158,,,1174389,16749
2018/2/3,1009,101206,,,2809804,29695
2018/2/4,1009,101152,,,3508571,84622
2018/2/4,1009,101158,,,1209556,17113
2018/2/4,1009,101206,,,2522263,26197
2018/2/5,1009,101152,,,3506415,53908
2018/2/5,1009,101158,,,666651,8072
2018/2/5,1009,101206,,,2316391,25122
2018/2/6,1009,101156,,,1114154,52308
2018/2/6,1009,101143,,,508871,9892
2018/2/6,1009,101146,,,206131,4243
2018/2/6,1009,101152,,,3515397,47943
2018/2/6,1009,101157,,,456668,8798
2018/2/6,1009,101158,,,665621,8114
2018/2/6,1009,101153,,,709877,16631
2018/2/6,1009,101206,,,2547096,26073
2018/2/6,1009,101879,,,2456245,63154
2018/2/7,1009,101156,,,502899,11560
2018/2/7,1009,101143,,,711937,15279
2018/2/7,1009,101146,,,286317,6455
2018/2/7,1009,101152,,,3513823,44674
2018/2/7,1009,101157,,,642099,13369
2018/2/7,1009,101158,,,662977,8886
2018/2/7,1009,101153,,,853689,22808
2018/2/7,1009,101206,,,2650551,27565
2018/2/7,1009,101879,,,66548,8712
2018/2/8,1009,101156,,,588466,16785
2018/2/8,1009,101143,,,812031,21099
2018/2/8,1009,101146,,,326536,2881
2018/2/8,1009,101152,,,3510621,42737
2018/2/8,1009,101157,,,730073,15473
2018/2/8,1009,101158,,,668770,9698
2018/2/8,1009,101153,,,917059,22013
2018/2/8,1009,101206,,,2262008,23293
2018/2/8,1009,101859,,,4265512,67773
2018/2/8,1009,101879,,,64512,8154
2018/2/9,1009,101156,,,1340844,48880
2018/2/9,1009,101143,,,1524783,31002
2018/2/9,1009,101146,,,610043,4641
2018/2/9,1009,101157,,,1404057,30993
2018/2/9,1009,101153,,,1765448,36861
2018/2/9,1009,101859,,,7769742,92764
2018/2/9,1009,101879,,,631572,7357
2018/2/10,1009,101142,,,8657546,162637
2018/2/10,1009,101145,,,4027141,80154
2018/2/10,1009,101148,,,1610337,10241
2018/2/10,1009,101159,,,1436375,11967
2018/2/10,1009,101155,,,8249355,206429
